,Customer Name,Review Title,Date of Post,Product Name,Rating,Given Reviews,Image Link,Post is Helpful
41,Aseem Mishra, Best phone I could bought ,Reviewed in India on 27 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"This is my first iPhone purchase , coming from oneplus 7 I don't have any regrets about the switch. Yes the switch was painful (especially because I lost all my whatsapp chats) but is worth it. comparing to oneplus 7, this phone has all features from it but in better form. My OP7 was smooth, fast had good battery camera,battery and  haptics. iPhone is just way smoother,fast and have great camera,battery and haptics. There is a slight learning curve. took 2 days to get used to gestures and navigations but is smooth sailing. the only negative feedback would be no charger in the box. You will have to get from apple.com if you want fast 20W one.  ",https://images-na.ssl-images-amazon.com/images/I/815CKNfkX6L._SY88.jpg,One person found this helpful
42,Aditya, DEFECTIVE / REFURBISHED IPHONE ,Reviewed in India on 26 February 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,The item looks to be defective and I really doubt that it’s a refurbished / seconds / faulty device sold by the dealer. I had put up for replacement but I don’t know it doesn’t shows pick up. It’s showing replacement possible till 01 Mar 21 but not showing and date of collection.  ,NA,3 people found this helpful
43,Brijesh Pandey, Phone is good but apple is doing cheap thing that not providing adaptor ,Reviewed in India on 16 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,Your browser does not support HTML5 video.      Phone is awesome no doubt camera also as expected Smooth phoneBut There is no adaptor charger iphone provide only data cable people spend 85k and then again spend for 2k for charger that is very inappropriate this is not good people will not buy if this will continue providing not charger. What’s the meaning of phone people buy phone and don’t have charger to charge the phone first experience is mine for iphone is very bad because of charger. Because new c type adaptor is not getting everywhere how people will charge his phone. 85000 is a big amount so thing about it and provide full sets of charger.  ,https://images-na.ssl-images-amazon.com/images/I/71AnyaQgocL._SY88.jpg,One person found this helpful
44,KUMAR RAJESH CHOUDHARY, when will I get my money back? ,Reviewed in India on 8 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,The battery is not charging and repeated request for return of the product has fallen on deaf ears. This is quite frustrating and  disgusting .Can somebody immidialey look into this serious issue and refund my money  ,NA,3 people found this helpful
45,Mahabala, VERY NICE PHONE ,Reviewed in India on 16 December 2020,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Very good product. I was using 6S plus till now. After using for one and half month, it’s so impressive and battery is the best. It comes whole day. Very fast and smooth. Nice design.  ",NA,3 people found this helpful
46,Prashant H, Perfect and flawless phone ,Reviewed in India on 9 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"What a masterpiece this phone is! Coming from a flagship Android phone, this looked like a big leap. It’s totally next level. What a display, what an operating system, what a processor, what a camera! This is not only a phone but master of all. Wow. It’s an engineering marvel from Apple Inc.  ",NA,One person found this helpful
47,NQ1194, What a phone should be ,Reviewed in India on 31 January 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Upgraded from one plus 7 proNever used IOS before,Must say this is what phones are supposed to be.Just go for it.Early delivery by Amazon , Well packed and secure package.  ",NA,3 people found this helpful
48,Ananda Mukherjee, Excellent phone ,Reviewed in India on 1 January 2021,Colour: BlackSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Excellent phone. I have been using iPhone since iPhone 4s was launchediPhone 12 is exceptionally good phone with a lovely screen. colours are vivid and elaborate.I am pretty heavy user of my phone on a daily basis and the battery really lasts for the whole day comfortably, actually I do not have to worry regarding my battery in spite of heavy usage.Camera is very good and takes perfect picture especially the portrait mode which is actually superb.Buttery smooth operating system and iOS 14.3 is superb. I actually do not feel the difference with 120 Hz refresh rate. The phone does not really lag at all, the dual SIM capability is also lovely and helpful.  ",NA,NA
49,Customer 645, Snappy performance and good battery backup ,Reviewed in India on 20 December 2020,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Excellent performance, all apps open up almost instantly. Battery life is great. Gets around 4.5-5 hrs screen time with 47% remaining (last checked). Initially while restoring from iCloud it would consume a lot of battery. Give it a day or two. It would settle down.  ",NA,One person found this helpful
50,Sunny Uppatla, Doubtful product ,Reviewed in India on 22 December 2020,Colour: WhiteSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,What i am feeling is there is some difference buying products on amazon and stores directly. I have compared with my friends battery life has huge change she gets a day and mine ends within 7-8 hours  ,NA,3 people found this helpful
51,Thanmai, Supreme I phone...!!! ,Reviewed in India on 2 December 2020,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"All I phone models are premium phones, coming to 12 price is to costly, but the quality is awesome.Camera, display,  processor and look of the body is premium.One think I don’t like is, phone is not coming with adapter and the headphonesOver rating for this iPhone 12 🌟🌟🌟🌟🌟  ",NA,2 people found this helpful
52,amit," Screen size bit small.....otherwise fantastic display, fantastic sound and masterpieces 👌👌👌 ",Reviewed in India on 7 December 2020,Colour: BlackSize name: 256GBPattern name: iPhone 12,5.0 out of 5 stars,"Screen size bit small.....otherwise fantastic display, fantastic sound and masterpiece 👌👌👌.....but tim cook could have given charger and earphone  ",NA,2 people found this helpful
53,manu, Truly a smartphone ,Reviewed in India on 12 March 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,4.0 out of 5 stars,"Comparing iPhone with Android devices, it really feels like iPhone are really smart. with smart typing and UI features, not only the phone is fast but also offers unique features like intelligent charging, health, connectivity/sleep settings which one will be surprised to use. Camera picture quality is definitely the best if not the best for iPhone.My suggestion: Truly intelligent, incredibly  fast phone one should buy !!!  ",NA,One person found this helpful
54,Aman Srivastava, Intelligence of future ,Reviewed in India on 11 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"I was an avid android user for past 25 years. This move to IPhone 12 was a calculative yet bolder definitive move.Let’s look at the some of key pointers here what I saw -- Stunning design and spectacular OLed display pouring out all the vivid colors- Smooth app flow and transitions- Longer battery life 7-8 hrs without automation (best in my usage)-  Camera is just bringing the life out of all the captures you make.*I am using Apple 20w charger which is insane at charging 20-25 percent in 7 mins. So, In 15 mins, you are having half the battery up. Love the border outlay of this beauty. It’s almost a month of usage and I can boldly say, “The best switch one can make”. I know the price tag is always hefty but then you are choosing a long term reliability. Kudos to Apple Inc and Amazon for amazing delivery in 2 days.*Please avoid playing Apple Arcade games as they would drain you battery like anything. In my best guess, It is not rightly optimised for it.*What I come to see is why Apple looked for environmental protection by removing charger and earphones. I guess it should come at a reasonable price then. It really put me off but then you know what the market player is serving.  ",https://images-na.ssl-images-amazon.com/images/I/71yA2aI78tL._SY88.jpg,NA
55,Vishnu Allampalli, Iphone 12 review ,Reviewed in India on 10 November 2020,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Good product it is little bit smaller than iphone 11 and iphone xr design is nice it is litter colour than xr and iphone 11 i face issue that face id is opening by my brother face.it is fixed after reset the face id.  ,https://images-na.ssl-images-amazon.com/images/I/71V13toCgSL._SY88.jpg,3 people found this helpful
56,sanju shukla, Love at first sight! ,Reviewed in India on 17 February 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Just by looking at it you will love the phone. I got blue it looks ravishing. Since we most of us (if not all) will go for cover, would still suggest to go with white because with back covers white would look good. I too took quite some time to decide between blue and white. White's novelty is timeless.You can go for this one without any second thoughts IF YOU PLAN TO KEEP THIS FOR 3-4 YRS AT LEAST ELSE better go for iphone 11 as it would be more value for money.  ",NA,NA
57,Prof Dhillon, Timely and safe delivery by amazon and wonderful Apple product as usual ,Reviewed in India on 6 March 2021,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"I was aware about Apple product but was scared to order online, however i have a great experience with amazon to buy many expensive products therefore ordered and amazon kept my trust intact. Apple IPhone is awesome as usual good battery life, quick processor and nice performance.  ",NA,NA
58,Kalp, Review ,Reviewed in India on 9 January 2021,Colour: (PRODUCT)REDSize name: 256GBPattern name: iPhone 12,5.0 out of 5 stars,"Amazing product and very nice quality.I usually never order electronics online, i always buy it from a physical store. This time i checked everywhere for 256gb iphone 12 but it was out of stock and i had no option but to buy it online.I was a bit worried about the fraud and fake products but when i opened the package I realised that this cannot be fake.  ",NA,One person found this helpful
59,G narayana reddy, Nice excellent but missing charger not corect ,Reviewed in India on 9 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Camera quality is excellent, battery life is also ok. Compare to android not much. But good  recently  quite. I am first time user, apple  company sells now separate every part business like .  This is not corect  ",https://images-na.ssl-images-amazon.com/images/I/A15mdkqCisL._SY88.jpg,2 people found this helpful
60,Divyansh srivastava, Due to low battery always be in mind but if you leave that top notch smartphone A14 bionic chip🙌 ,Reviewed in India on 5 March 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,So till now what concerns me is only the battery and everything by far is top notch and I was a little hesitating before purchasing it since this was my first interaction with the iOS environment but now I am used to it and works fine. Since I am not a fan of too much customization so for me this UI is totally fine. Plus gaming experience was also good till now I played nfs no limit and it works like a champ. I also really like it's ram working since my app in background keeps running without always reloading it when again opened.One last since I haven't used 120 Hz refresh rate so I can’t tell about it but since my old phone was also no having it so for me it's awesome👌.Camera is also awesome till now I haven't used it much due to covid but in low light it worked too good no doubt about it:).Hope this will help someone😁  ,NA,NA
61,Krishanu Mukherjee, Make in India 🇮🇳 ,Reviewed in India on 2 May 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Thank you Apple Inc. and Amazon. It is worth for each penny. Kudos to you guys and yes it is assembled in India ❤️  ,https://images-na.ssl-images-amazon.com/images/I/71Np5GSavFL._SY88.jpg,3 people found this helpful
62,Keshav," Best deal, Got it 128gb for 75900 😁😁 ",Reviewed in India on 22 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Well i dont have to say much because my phone is working perfect so i would just say go for it if you really think you can buy this phone. Dont worry its worth having it. Its been almost 1 month and i havent face any issue even battery backup is fine for me.  ,NA,2 people found this helpful
63,mudassir mansuri, A Powerpacked Device that ticks all the boxes ,Reviewed in India on 20 March 2021,Colour: GreenSize name: 256GBPattern name: iPhone 12,5.0 out of 5 stars,"Having transitioned from the World of Android to IOS, it seems like a truckload of difference in these 2 worlds.... The Simplicity, Refinement and Ease of Use on this Ecosystem is just too Classic.... The Battery Life, The Haptics, The Camera and the overall Fluidity of IOS makes an impressive impact in terms usage.... For me, using an IPhone for the first time reaffirms me of one thing: I don’t think I will want to switch back to the Android Ecosystem ever again.....  ",NA,NA
64,mano, Classy mobile with less battery capacity ,Reviewed in India on 6 February 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Have used for more than a week ...display is good and classy, camera is very good even in low light, product is light weight as compared to previous versions XR ,battery lasts for two days with very low usage and charging takes around 2h15mins from 10 to 100% with 12W apple charger..overall it’s a good mobile with less battery backup that might have been boosted ...  ",NA,NA
65,Deepti, Good phone but with no charger or earphones ,Reviewed in India on 25 February 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,I was disappointed to see no charger and earphones. It’s sad that Apple decided to increase the price of iPhones every year and still doing so much of cost cutting. :/  ,NA,One person found this helpful
66,Manu Jain, Not much of difference from predecessor. ,Reviewed in India on 22 January 2021,Colour: BlackSize name: 64GBPattern name: iPhone 12,3.0 out of 5 stars,If you have iphone 11/XR not much of a change expect the change in look from outside . From inside its still functions the same.Battery like : Can be improved. Okayish currently.Value of money: Not really. 80k INR is a lot of money.  ,NA,One person found this helpful
67,Sahil Thakare, Worth every penny 😍🤩 ,Reviewed in India on 7 November 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Your browser does not support HTML5 video.      I am so happy to have this device.. It feels too premium.. Blazing fast and ultra premium.. Loved it 😍😍😍😍🤩🤩🤩🤩  ,https://images-na.ssl-images-amazon.com/images/I/614r6MIxZcL._SY88.jpg,3 people found this helpful
68,shijin, Fault quality product delivered ,Reviewed in India on 8 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,"The product you delivered actually not value for money, dent products which I can't identify were apple authorized personDetected and found dent and they denied my service under warranty, very bad product delivered and after service also not satisfying, look like refurbished product delivered to me. Will go for consumer court to satisfy the complaint.  ",https://images-na.ssl-images-amazon.com/images/I/71cq8s4UEZL._SY88.jpg,One person found this helpful
69,umer khan, Fantastic beast and Where to find it ! Amazon ,Reviewed in India on 13 February 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"The Best iphone i have used ,Camera is a beast, speakers are superb, display is unbelievable, and battery has never been better!But the touch response has been poor i am unable to type like i used to do on my iphone 7 or 8.  ",https://images-na.ssl-images-amazon.com/images/I/A1I3uIJCjuL._SY88.jpg,2 people found this helpful
70,Aman, Amazing All-rounder ,Reviewed in India on 17 November 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"You can get good phones for cheaper. You can also get phones with certain features that you don’t get here. But if you are looking for the most well rounded phone that ticks all the right boxes with sheer simplicity, this is for you.  ",NA,2 people found this helpful
71,AM, The phone to buy ,Reviewed in India on 11 November 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,12 vanilla is the phone to buy for the average user. Its the sweet spot for 🍎 fans. If you really want the 3 cameras go for the pro max.  ,NA,3 people found this helpful
72,Legendary, This phone will definitely address your needs! ,Reviewed in India on 15 December 2020,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"I want to say that battery backup of iPhone has been considerably improved. Everything is the best. If you're a average user who only indulge in social life and little bit of photography no need to go for Pro/ Pro Max, iPhone 12 will do the justice.  ",NA,2 people found this helpful
73,Preksha, Faulty ,Reviewed in India on 27 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,The product found faulty after one week The microphone of speaker was not working in the phone. It Was in warranty period so got replaced by new one.  ,NA,3 people found this helpful
74,Rishabh Jaggi, Great phone under 67500₹ and in US after tax it cost 65500₹ ,Reviewed in India on 10 March 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Got it for around 67500 and it’s awesome. I used 6s before and transitioning to this was pretty good. And the adapter I got for around 1800 so under 70000₹ it’s an okay deal as in US the phone will cost around 897$ including taxes which converts to around 65483₹ and in India after hdfcbank discount and emi discount it cost around 67500₹ so in short a good deal on Iphone 12.  ,NA,NA
75,Krishna Gondchar, Best IPhone ever ,Reviewed in India on 10 April 2021,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Excellent iphone ever. This was my first Iphone, previously i was hardcore android user but after switching to IPhone was too easy. Ios 14 is buttery smooth. Android user will not face huge issue in switch.Best CameraBattery life Average20 watts iphone charger is bestNo heating issue observed.Overall best iphone for android users to switch with  ",https://images-na.ssl-images-amazon.com/images/I/B1BFi8+98lS._SY88.jpg,NA
76,parimal singh, Inferior 5g capability ,Reviewed in India on 20 February 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,Good phone and good color if you're buying the blue one. Rest things are fine but this device for India does not have all 5g capabilities (mmWave missing). There is no 5g antenna cut out like in US units for mmWave. However sub 6 is available which is a way inferior.  ,NA,One person found this helpful
77,Amazon Customer, Extremely bad call quality ,Reviewed in India on 4 April 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,1.0 out of 5 stars,I keep hearing crackling sound when on calls. There is no voice clarity and it takes like 10 mins to connect to call. My cheaper android phone is so smooth in call quality and connects instantly. Both the phones have same network carrier.Can I get this phone replaced or get refunded?  ,NA,One person found this helpful
78,manoj, Power key not working after 20 day use ,Reviewed in India on 6 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,3.0 out of 5 stars,My phone power key not working after 20 days use ..now m helpless where m going for bacause amazon gives 10 day replacement only and iphone store so far from I’m lived  ,NA,2 people found this helpful
79,Poonam, Great phone ,Reviewed in India on 15 November 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Great phone. The battery improves after a few cycles  ,NA,3 people found this helpful
80,Bishal Roy, Iphone 12 Oled panel has yellow tint. ,Reviewed in India on 6 March 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,I am surprise no body mentioned this on the review. I had iphone X previously and bought iphone 12 now. The major issue that i saw is the display of iphone 12 has weird yellow tint to it compare to older models. Just for the comparisons i have added the photo of my 3year Iphone X (left) and iphone 12(right). The white looks is much cooler in iphone X compare to iphone 12. Dont know if it is a hardware issue or software issue.  ,https://images-na.ssl-images-amazon.com/images/I/B165oiKw6QS._SY88.jpg,NA
81,Mahesh Yadav, Awesome Phone ,Reviewed in India on 21 December 2020,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,This iPhone is amazingly good and camera is awesome. I will update about battery after few days of usage.  ,https://images-na.ssl-images-amazon.com/images/I/81GQsGHqbfL._SY88.jpg,3 people found this helpful
82,draj059, Great phone ,Reviewed in India on 6 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,"So far loving my new iPhone.The battery life is good. Just need to charge once a day. I used my camera for recording videos for 2-3 hours , still the battery survived through out the day.Camera is good.  ",NA,NA
83,Milandeep singh, Feel too premium ,Reviewed in India on 19 January 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Your browser does not support HTML5 video.      Changed from iPhone X, Got the new blue colour, something unique from apple. Great battery backup and the edges now look too premium. Overall, such a great buy 🤩  ",NA,One person found this helpful
84,Sameer, The camera does not work ,Reviewed in India on 21 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,My camera does not work  ,NA,4 people found this helpful
85,Ashutosh m., Mobile performance is not good for PUBG ,Reviewed in India on 24 March 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,1.0 out of 5 stars,This phone needs too much optimisation aim assist not working in PUBG in my phone  ,NA,3 people found this helpful
86,Girish Panchal, Most awaited iPhone !! ,Reviewed in India on 3 January 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Firstly it’s thin, weight is reduced. Apple changed the display to Super Retina edge-to-edge OLED now. It features Ceramic Shield to protect from hardest falls and drops. You are definitely going to love the edges this time. A good option to upgrade from previous models.  ",NA,NA
87,Amazon Customer, What's new with 12? ,Reviewed in India on 18 December 2020,Colour: WhiteSize name: 64GBPattern name: iPhone 12,3.0 out of 5 stars,"Apple has dropped ear phone and charger  adapter from pack. Charger adapter are required for first time users. Atleast there should be an option to.Whatsup and FB should be part of started apps now.It's too early to comment on newer model, but nothing much changes as far as UI is concerned it still same icons which were ther for iphone 5. Doesn't feel you are bpught phone 4 years ago.  ",NA,NA
88,Amazons, Never buying again or reccomending others. ,Reviewed in India on 6 April 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,Reviewing after 10 days of use. I am very dissapointed with the battery life. Back camera is ok but the heating issue is worst. May be I have expected alot. And also no return policy by amazon on this product.  ,NA,One person found this helpful
89,Niyam, Best iPhone ever!! ,Reviewed in India on 2 May 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Iphone 12 is the best phone in terms of performance, quality,camera,design...the iphone 12 is the best in segment with a beautiful design,,white colour with glass back is very attractive. portrait shots,night photography are brilliant, battery backup is little bit low but its ok... finally this iPhone is the best ever iPhone with oled display and the design is very very attractive..loved it😍  ",https://images-na.ssl-images-amazon.com/images/I/81iFCf1O2uL._SY88.jpg,NA
90,Buyer, True Beauty.♥️💟♥️ ,Reviewed in India on 19 March 2021,Colour: GreenSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Once an iphone lover, always an iphone lover.The phone is great with smooth user interface, suits basic needs and has a great camera quality.  ",https://images-na.ssl-images-amazon.com/images/I/71PqVs-wHML._SY88.jpg,NA
91,Rajeev Raghavan," Iphone 6 to Iphone 12, Wauhhhhhhhhh ",Reviewed in India on 6 December 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,What an upgrade for me from my almost 6 year old Iphone 6 to Iphone 12. Worth every penny. Bought the 128GB blue here on Amazon and got delivery in just 3 days. Perfect phone for my needs and feels solid when holding it on hand. The display and feel - So much satisfied with Iphone 12VERY VERY HAPPY.  ,NA,NA
92,Tenzin, Love it ,Reviewed in India on 29 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"I love my iPhone 12Battery superb it will last for whole dayScreen Oled rocksUpgrading from 7 n it’s worth waiting.It will be better If Mrp is little lower 😉 like 70,000  ",https://images-na.ssl-images-amazon.com/images/I/B1D1tYh6POS._SY88.jpg,NA
93,Ranjeet, Very disappointed about finger prints 🥺 ,Reviewed in India on 5 January 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,3.0 out of 5 stars,My first iPhone..... I m not satisfied with 12  ,NA,3 people found this helpful
94,Ananthakrishnan N., Good buy !! ,Reviewed in India on 6 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Great device. Amazing Cameras. Battery is good for a day. I don’t play games so I’m not sure about it.  ,https://images-na.ssl-images-amazon.com/images/I/C1y88203xOS._SY88.jpg,One person found this helpful
95,iXist, Great phone ,Reviewed in India on 9 January 2021,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Impeccable phone from apple, upgraded from iPhone 7. Battery could have been a little longer though  ",NA,One person found this helpful
96,DEV SA, IPHONE 12 Clicking good pictures ,Reviewed in India on 19 April 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"have recently purchased an iPhone 12 here's how you can click some stunning looking night shotsClicking good pictures at night required professional-grade cameras earlier, but now people can click some really good photos using just their smartphones. And this goes one step further with the new Apple iPhone 12 series.  ",https://images-na.ssl-images-amazon.com/images/I/B1LVo0U7ylS._SY88.jpg,NA
97,Sheetal, Great Phone ,Reviewed in India on 22 December 2020,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Upgraded to iPhone 12 and guess what? Not at all disappointed.. Apple has done a great job and iPhone 12 has everything you need.Go for it without a doubt..  ,NA,NA
98,Sumit Shey, hehehehe ,Reviewed in India on 20 November 2020,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"got it on my birthday, Thanks Jejus :D  ",NA,2 people found this helpful
99,Swaroop Mandlik, I phone 12 product red 128 GB review ,Reviewed in India on 8 February 2021,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Well I must say this product red color looks very trendy. I'm impressed with the battery life of the phone. As you know it doesn't come up with charger, you do need to buy separate one. Still I think its value for money  ",https://images-na.ssl-images-amazon.com/images/I/A1FZiSmZIbL._SY88.jpg,One person found this helpful
100,Rajat Mittal 1986, Truly Apple! ,Reviewed in India on 15 March 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,First of all the look and feel of this phone is absolutely amazing...this is such a welcoming change after using an android phone for about 18 months...although a higher refresh would have been nicer but with this gorgeous screen you don’t really miss it...all in all a great phone !!  ,NA,NA
101,Ankur Kapoor, All rounder awesome n expensive beauty... ,Reviewed in India on 26 December 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"I love my iphone 12 so very much. Excellent display, battery life and camera and a14 processor chip is outstanding. Only one demerit and that is the cost of the phone. It's very expensive. Cheers...  ",NA,NA
102,Santosh, Awesome!! 👍👍😎😊 ,Reviewed in India on 22 February 2021,Colour: (PRODUCT)REDSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,"Awesome is one word! My first iPhone! It is pricey, but you have to pay a price for class!! Just got it yesterday, will give a thorough review after a few weeks, but my initial impression on checking out a few features, it really blew my mind!!  ",NA,NA
103,Amazon Customer, Charging cable burnt while charging ,Reviewed in India on 14 March 2021,Colour: BlackSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,Cable got burnt while charging. Very dissapointed with apple. Never expected such product issue.  ,NA,2 people found this helpful
104,Hasrat wahab, Good ,Reviewed in India on 22 December 2020,Colour: WhiteSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"Product is genuine, appario is best retailer.prime delvry ,received before due date.all packing etc is well.  ",https://images-na.ssl-images-amazon.com/images/I/61P0DArMDcL._SY88.jpg,One person found this helpful
105,shirish, Good product at reasonable prices ,Reviewed in India on 13 January 2021,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Good product at reasonable prices low price than market  ,NA,One person found this helpful
106,Maneesh kumar , Light weight fast processor but charger adaptor not there ,Reviewed in India on 7 November 2020,Colour: GreenSize name: 128GBPattern name: iPhone 12,4.0 out of 5 stars,wonderful 12 series light weight  ,https://images-na.ssl-images-amazon.com/images/I/71wStNXWf9L._SY88.jpg,3 people found this helpful
107,bharath prabhu, iPhone 12 ,Reviewed in India on 11 December 2020,Colour: WhiteSize name: 256GBPattern name: iPhone 12,4.0 out of 5 stars,Average battery life only for iPhone for 1 day or below .Value for money is too expensive only but the quality is good comparing with the price .  ,NA,NA
108,Ramgopal Gannamani, Beast in multitasking ,Reviewed in India on 9 February 2021,Colour: (PRODUCT)REDSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Firstly i would like to thank Amazon for a safer and faster delivery.Red looks so awesome  ,NA,NA
109,Ambuj Mishra, Awesome device!!!! ,Reviewed in India on 10 February 2021,Colour: BlueSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,As usual a fabulous product of Apple and it just performs well and mind blowing. It is so smooth an best part is it is very light compare to previous models. Design wise awesome and it fits perfectly in hand. Camera is superb as always. Great and fast performance.  I am loving it. Go for it😄😄  ,NA,NA
110,Ronaldo, 👌 ,Reviewed in India on 25 November 2020,Colour: BlackSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,Great smartphone. but funny thing is that it doesn’t support airtel in my phone. Maybe they need a software update or should look into this issue.  ,NA,One person found this helpful
111,Aman Arai, New iPhone 12 ,Reviewed in India on 27 December 2020,Colour: WhiteSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,The new Apple iPhone 12 is an amazing device. The device is beautiful and performance is great.  ,https://images-na.ssl-images-amazon.com/images/I/B1EOw4q-zKS._SY88.jpg,2 people found this helpful
112,Sourabh Sharma, Really Amazing  Phone ,Reviewed in India on 15 March 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,5.0 out of 5 stars,"This is my first iPhone, before it I used One Plus 7T. Believe me iPhone 12 is just amazing device. Everything is perfect, no complaints for anything. Display, design, camera, battery all are amazing. Im really happy for my iPhone 12. Superb Phone 👌🏼👌🏼👌🏼😍😍😍  ",NA,NA
113,Aiman, Bad battry ,Reviewed in India on 16 March 2021,Colour: BlueSize name: 128GBPattern name: iPhone 12,1.0 out of 5 stars,Battry is very poor i was using 11pro and now its look like I have  wasted my money on 12  ,NA,2 people found this helpful
114,avinash chandra, Superb ,Reviewed in India on 21 January 2021,Colour: GreenSize name: 64GBPattern name: iPhone 12,5.0 out of 5 stars,Superbbb phone.First time I am using I phone feeling better experience with I phone 12.if u will use i phone 12 then u never buy stupid oppo Vivo like android phone  ,NA,One person found this helpful
